type;word;trash;polarity
weak;hazardous;"adj stemmed1=n";negative
weak;hazy;"adj stemmed1=n";negative
weak;headache;"noun stemmed1=n";negative
weak;headaches;"adj stemmed1=n";negative
weak;headaches;"noun stemmed1=n";negative
weak;headway;"noun stemmed1=n";positive
strong;heady;"adj stemmed1=n";positive
weak;heal;"verb stemmed1=y";positive
strong;healthful;"adj stemmed1=n";positive
weak;healthy;"adj stemmed1=n";positive
weak;healthy;"noun stemmed1=n";positive
weak;heart;"adj stemmed1=n";positive
strong;heartbreak;"noun stemmed1=n";negative
strong;heartbreaker;"noun stemmed1=n";negative
strong;heartbreaking;"adj stemmed1=n";negative
strong;heartbreakingly;"adverb stemmed1=n";negative
strong;hearten;"verb stemmed1=y";positive
strong;heartening;"adj stemmed1=n";positive
strong;heartfelt;"adj stemmed1=n";positive
strong;heartily;"adj stemmed1=n";positive
strong;heartless;"adj stemmed1=n";negative
strong;heartrending;"adj stemmed1=n";negative
strong;heartwarming;"adj stemmed1=n";positive
strong;heathen;"adj stemmed1=n";negative
strong;heathen;"noun stemmed1=n";negative
weak;heaven;"noun stemmed1=n";positive
strong;heavenly;"anypos stemmed1=n";positive
strong;heavily;"adverb stemmed1=n";negative
weak;heavy-duty;"adj stemmed1=n";neutral
strong;heavy-handed;"adj stemmed1=n";negative
strong;heavyhearted;"adj stemmed1=n";negative
strong;heck;"adj stemmed1=n";negative
strong;heck;"noun stemmed1=n";negative
strong;heckle;"verb stemmed1=y";negative
weak;hectic;"adj stemmed1=n";negative
strong;hedge;"verb stemmed1=y";negative
strong;hedonistic;"adj stemmed1=n";negative
strong;heedless;"adj stemmed1=n";negative
weak;hefty;"adj stemmed1=n";neutral
weak;hegemonism;"adj stemmed1=n";negative
weak;hegemonism;"noun stemmed1=n";negative
strong;hegemonistic;"adj stemmed1=n";negative
strong;hegemony;"noun stemmed1=n";negative
weak;hegemony;"adj stemmed1=n";negative
weak;hegemony;"noun stemmed1=n";negative
strong;heinous;"adj stemmed1=n";negative
strong;hell;"noun stemmed1=n";negative
strong;hell-bent;"adj stemmed1=n";negative
strong;hellion;"anypos stemmed1=y";negative
weak;help;"adj stemmed1=n";positive
weak;help;"noun stemmed1=n";positive
weak;help;"verb stemmed1=y";positive
weak;helpful;"adj stemmed1=n";positive
weak;helpless;"adj stemmed1=n";negative
weak;helplessly;"adverb stemmed1=n";negative
weak;helplessness;"noun stemmed1=n";negative
strong;herald;"anypos stemmed1=y";positive
strong;heresy;"noun stemmed1=n";negative
strong;heretic;"noun stemmed1=n";negative
strong;heretical;"adj stemmed1=n";negative
strong;hero;"noun stemmed1=n";positive
strong;heroic;"adj stemmed1=n";positive
strong;heroic;"anypos stemmed1=y";positive
strong;heroically;"anypos stemmed1=n";positive
strong;heroine;"noun stemmed1=n";positive
strong;heroize;"verb stemmed1=y";positive
strong;heros;"noun stemmed1=n";positive
strong;hesitant;"adj stemmed1=n";negative
strong;hideous;"adj stemmed1=n";negative
strong;hideously;"adverb stemmed1=n";negative
strong;hideousness;"noun stemmed1=n";negative
weak;high;"adj stemmed1=n";neutral
weak;high-powered;"adj stemmed1=n";neutral
weak;high-quality;"adj stemmed1=n";positive
strong;highlight;"noun stemmed1=n";positive
strong;highlight;"verb stemmed1=y";positive
strong;hilarious;"adj stemmed1=n";positive
strong;hilariously;"anypos stemmed1=n";positive
strong;hilariousness;"noun stemmed1=n";positive
strong;hilarity;"noun stemmed1=n";positive
strong;hinder;"verb stemmed1=y";negative
strong;hindrance;"noun stemmed1=n";negative
weak;historic;"adj stemmed1=n";positive
strong;hm;"anypos stemmed1=y";neutral
strong;hmm;"anypos stemmed1=y";neutral
strong;hoard;"verb stemmed1=y";negative
strong;hoax;"verb stemmed1=y";negative
weak;hobble;"verb stemmed1=y";negative
weak;hole;"noun stemmed1=n";negative
strong;hollow;"adj stemmed1=n";negative
weak;holy;"adj stemmed1=n";positive
strong;homage;"noun stemmed1=n";positive
strong;honest;"adj stemmed1=n";positive
weak;honest;"noun stemmed1=n";positive
strong;honestly;"anypos stemmed1=n";positive
strong;honesty;"adj stemmed1=n";positive
strong;honesty;"noun stemmed1=n";positive
weak;honeymoon;"noun stemmed1=n";positive
weak;honor;"adj stemmed1=n";positive
weak;honor;"noun stemmed1=n";positive
strong;honor;"verb stemmed1=y";positive
strong;honorable;"anypos stemmed1=n";positive
strong;hoodwink;"verb stemmed1=y";negative
strong;hope;"adj stemmed1=n";positive
strong;hope;"noun stemmed1=n";positive
strong;hope;"verb stemmed1=y";positive
strong;hopeful;"anypos stemmed1=n";positive
strong;hopefully;"anypos stemmed1=n";positive
strong;hopefulness;"noun stemmed1=n";positive
strong;hopeless;"adj stemmed1=n";negative
strong;hopelessly;"anypos stemmed1=n";negative
strong;hopelessness;"noun stemmed1=n";negative
strong;hopes;"adj stemmed1=n";positive
strong;hopes;"noun stemmed1=n";positive
weak;horde;"noun stemmed1=n";negative
strong;horrendous;"adj stemmed1=n";negative
strong;horrendously;"anypos stemmed1=n";negative
strong;horrible;"adj stemmed1=n";negative
strong;horrible;"anypos stemmed1=y";negative
strong;horribly;"anypos stemmed1=n";negative
strong;horrid;"adj stemmed1=n";negative
strong;horrific;"adj stemmed1=n";negative
strong;horrifically;"anypos stemmed1=n";negative
strong;horrify;"adj stemmed1=n";negative
strong;horrify;"verb stemmed1=y";negative
strong;horrifying;"anypos stemmed1=n";negative
strong;horrifyingly;"anypos stemmed1=n";negative
strong;horror;"noun stemmed1=n";negative
strong;horrors;"noun stemmed1=n";negative
strong;hospitable;"adj stemmed1=n";positive
weak;hostage;"noun stemmed1=n";negative
weak;hostile;"adj stemmed1=n";negative
weak;hostile;"noun stemmed1=n";negative
weak;hostilities;"adj stemmed1=n";negative
weak;hostilities;"noun stemmed1=n";negative
strong;hostility;"adj stemmed1=n";negative
strong;hostility;"noun stemmed1=n";negative
weak;hot;"adj stemmed1=n";positive
strong;hothead;"noun stemmed1=n";negative
strong;hotheaded;"adj stemmed1=n";negative
strong;hotbeds;"adj stemmed1=n";negative
strong;hotbeds;"noun stemmed1=n";negative
weak;hothouse;"adj stemmed1=n";negative
weak;hothouse;"noun stemmed1=n";negative
weak;however;"anypos stemmed1=n";neutral
strong;hubris;"noun stemmed1=n";negative
strong;huckster;"noun stemmed1=n";negative
strong;hug;"adj stemmed1=n";positive
strong;hug;"noun stemmed1=n";positive
weak;huge;"adj stemmed1=n";neutral
strong;humane;"adj stemmed1=n";positive
strong;humane;"noun stemmed1=n";positive
weak;humanists;"adj stemmed1=n";positive
weak;humanists;"noun stemmed1=n";positive
weak;humanity;"noun stemmed1=n";positive
strong;humankind;"noun stemmed1=n";positive
strong;humble;"verb stemmed1=y";positive
strong;humbling;"anypos stemmed1=n";negative
strong;humiliate;"verb stemmed1=y";negative
strong;humiliating;"adj stemmed1=n";negative
strong;humiliation;"noun stemmed1=n";negative
strong;humility;"noun stemmed1=n";positive
strong;humor;"verb stemmed1=y";positive
strong;humorous;"anypos stemmed1=n";positive
strong;humorously;"anypos stemmed1=n";positive
strong;humour;"adj stemmed1=n";positive
strong;humour;"noun stemmed1=n";positive
strong;humourous;"anypos stemmed1=n";positive
strong;hunger;"verb stemmed1=y";negative
weak;hungry;"adj stemmed1=n";negative
weak;hurt;"adj stemmed1=n";negative
weak;hurt;"verb stemmed1=y";negative
weak;hurtful;"adj stemmed1=n";negative
weak;hustler;"noun stemmed1=n";negative
weak;hypnotize;"verb stemmed1=y";neutral
strong;hypocrisy;"noun stemmed1=n";negative
strong;hypocrite;"noun stemmed1=n";negative
strong;hypocrites;"noun stemmed1=n";negative
strong;hypocritical;"adj stemmed1=n";negative
strong;hypocritically;"noun stemmed1=n";negative
strong;hysteria;"noun stemmed1=n";negative
strong;hysteric;"adj stemmed1=n";negative
strong;hysterical;"anypos stemmed1=n";negative
strong;hysterically;"anypos stemmed1=n";negative
strong;hysterics;"noun stemmed1=n";negative
weak;icy;"adj stemmed1=n";negative
weak;idea;"adj stemmed1=n";neutral
weak;idea;"noun stemmed1=n";neutral
strong;ideal;"adj stemmed1=n";positive
strong;ideal;"noun stemmed1=n";positive
weak;idealism;"noun stemmed1=n";positive
weak;idealist;"noun stemmed1=n";positive
strong;idealize;"verb stemmed1=y";positive
strong;ideally;"anypos stemmed1=y";positive
strong;idiocies;"anypos stemmed1=n";negative
strong;idiocy;"anypos stemmed1=n";negative
strong;idiot;"anypos stemmed1=n";negative
strong;idiotic;"anypos stemmed1=n";negative
strong;idiotically;"anypos stemmed1=n";negative
strong;idiots;"anypos stemmed1=n";negative
weak;idle;"adj stemmed1=n";negative
strong;idol;"adj stemmed1=n";positive
strong;idol;"noun stemmed1=n";positive
strong;idolize;"verb stemmed1=y";positive
strong;idolized;"adj stemmed1=n";positive
strong;idyllic;"anypos stemmed1=y";positive
weak;ignite;"verb stemmed1=y";neutral
strong;ignoble;"adj stemmed1=n";negative
strong;ignominious;"adj stemmed1=n";negative
strong;ignominiously;"adverb stemmed1=n";negative
strong;ignominy;"noun stemmed1=n";negative
weak;ignore;"verb stemmed1=y";negative
strong;ignorance;"adj stemmed1=n";negative
strong;ignorance;"noun stemmed1=n";negative
strong;ignorant;"adj stemmed1=n";negative
strong;ignorant;"noun stemmed1=n";negative
weak;ill;"adj stemmed1=n";negative
weak;ill;"noun stemmed1=n";negative
strong;ill-advised;"adj stemmed1=n";negative
strong;ill-conceived;"adj stemmed1=n";negative
strong;ill-fated;"adj stemmed1=n";negative
strong;ill-favored;"adj stemmed1=n";negative
strong;ill-mannered;"adj stemmed1=n";negative
strong;ill-natured;"adj stemmed1=n";negative
strong;ill-sorted;"adj stemmed1=n";negative
strong;ill-tempered;"adj stemmed1=n";negative
strong;ill-treated;"adj stemmed1=n";negative
strong;ill-treatment;"adj stemmed1=n";negative
strong;ill-treatment;"noun stemmed1=n";negative
strong;ill-usage;"noun stemmed1=n";negative
strong;ill-used;"adj stemmed1=n";negative
weak;illegal;"adj stemmed1=n";negative
weak;illegally;"adverb stemmed1=n";negative
weak;illegitimate;"adj stemmed1=n";negative
weak;illicit;"adj stemmed1=n";negative
weak;illiquid;"adj stemmed1=n";negative
weak;illiterate;"adj stemmed1=n";negative
weak;illness;"noun stemmed1=n";negative
strong;illogic;"noun stemmed1=n";negative
strong;illogical;"adj stemmed1=n";negative
strong;illogically;"adverb stemmed1=n";negative
strong;illuminate;"verb stemmed1=y";positive
strong;illuminati;"adj stemmed1=n";positive
strong;illuminati;"noun stemmed1=n";positive
strong;illuminating;"anypos stemmed1=n";positive
strong;illumine;"verb stemmed1=y";positive
strong;illusion;"adj stemmed1=n";negative
strong;illusion;"noun stemmed1=n";negative
strong;illusions;"adj stemmed1=n";negative
strong;illusions;"noun stemmed1=n";negative
strong;illusory;"adj stemmed1=n";negative
strong;illustrious;"adj stemmed1=n";positive
strong;imaginary;"adj stemmed1=n";negative
strong;imagination;"adj stemmed1=n";neutral
strong;imagination;"noun stemmed1=n";neutral
strong;imaginative;"adj stemmed1=n";positive
strong;imagine;"verb stemmed1=y";neutral
strong;imbalance;"adj stemmed1=n";negative
strong;imbalance;"noun stemmed1=n";negative
strong;imbecile;"anypos stemmed1=n";negative
strong;imbroglio;"noun stemmed1=n";negative
strong;immaculate;"adj stemmed1=n";positive
strong;immaculately;"adverb stemmed1=n";positive
strong;immaterial;"adj stemmed1=n";negative
weak;immature;"adj stemmed1=n";negative
weak;immediate;"adj stemmed1=n";neutral
strong;immediately;"anypos stemmed1=n";neutral
weak;immense;"adj stemmed1=n";neutral
strong;immensely;"anypos stemmed1=n";neutral
strong;immensity;"noun stemmed1=n";neutral
strong;immensurable;"noun stemmed1=n";neutral
strong;imminence;"noun stemmed1=n";negative
strong;imminent;"adj stemmed1=n";negative
strong;imminently;"adverb stemmed1=n";negative
weak;immobilized;"anypos stemmed1=n";negative
strong;immoderate;"adj stemmed1=n";negative
strong;immoderately;"adverb stemmed1=n";negative
strong;immodest;"adj stemmed1=n";negative
strong;immoral;"adj stemmed1=n";negative
strong;immorality;"noun stemmed1=n";negative
strong;immorally;"anypos stemmed1=n";negative
strong;immovable;"adj stemmed1=n";negative
weak;immune;"adj stemmed1=n";neutral
strong;impair;"verb stemmed1=y";negative
strong;impaired;"adj stemmed1=n";negative
weak;impartial;"adj stemmed1=n";positive
weak;impartiality;"noun stemmed1=n";positive
weak;impartially;"adverb stemmed1=n";positive
strong;impasse;"noun stemmed1=n";negative
strong;impassioned;"adj stemmed1=n";positive
weak;impassive;"adj stemmed1=n polarity=negative";weakneg
strong;impatience;"noun stemmed1=n";negative
strong;impatient;"adj stemmed1=n";negative
strong;impatiently;"adverb stemmed1=n";negative
strong;impeach;"verb stemmed1=y";negative
strong;impeccable;"adj stemmed1=n";positive
strong;impeccably;"anypos stemmed1=n";positive
strong;impede;"verb stemmed1=y";negative
strong;impedance;"noun stemmed1=n";negative
strong;impediment;"noun stemmed1=n";negative
strong;impel;"verb stemmed1=y";positive
strong;impending;"adj stemmed1=n";negative
strong;impending;"noun stemmed1=n";negative
strong;impenitent;"adj stemmed1=n";negative
strong;imperative;"adj stemmed1=n";neutral
strong;imperatively;"adverb stemmed1=n";neutral
weak;imperfect;"adj stemmed1=n";negative
weak;imperfectly;"adverb stemmed1=n";negative
weak;imperial;"adj stemmed1=n";positive
strong;imperialist;"noun stemmed1=n";negative
strong;imperil;"verb stemmed1=y";negative
strong;imperious;"adj stemmed1=n";negative
strong;imperiously;"adverb stemmed1=n";negative
weak;impermissible;"adj stemmed1=n";negative
weak;impersonal;"adj stemmed1=n";negative
strong;impertinent;"adj stemmed1=n";negative
strong;imperturbable;"adj stemmed1=n";positive
strong;impervious;"adj stemmed1=n";positive
strong;impetuous;"adj stemmed1=n";negative
strong;impetuously;"anypos stemmed1=n";negative
weak;impetus;"noun stemmed1=n";positive
strong;impiety;"noun stemmed1=n";negative
strong;impinge;"verb stemmed1=y";negative
strong;impious;"adj stemmed1=n";negative
strong;implacable;"adj stemmed1=n";negative
strong;implausible;"adj stemmed1=n";negative
strong;implausibly;"anypos stemmed1=n";negative
weak;implicate;"verb stemmed1=y";negative
weak;implication;"adj stemmed1=n";negative
weak;implication;"noun stemmed1=n";negative
weak;implicit;"adj stemmed1=n";neutral
strong;implode;"verb stemmed1=y";negative
strong;implore;"verb stemmed1=y";both
strong;imploring;"adj stemmed1=n";both
strong;imploringly;"anypos stemmed1=y";both
strong;imply;"verb stemmed1=y";neutral
strong;impolite;"adj stemmed1=n";negative
strong;impolitely;"adverb stemmed1=n";negative
strong;impolitic;"adj stemmed1=n";negative
weak;importance;"noun stemmed1=n";positive
weak;important;"adj stemmed1=n";positive
weak;importantly;"adverb stemmed1=n";positive
strong;importunate;"adj stemmed1=n";negative
strong;importune;"verb stemmed1=y";negative
strong;impose;"verb stemmed1=y";negative
strong;imposers;"adj stemmed1=n";negative
strong;imposers;"noun stemmed1=n";negative
weak;imposing;"adj stemmed1=n";negative
weak;imposing;"noun stemmed1=n";negative
strong;imposition;"adj stemmed1=n";negative
strong;imposition;"noun stemmed1=n";negative
weak;impossible;"adj stemmed1=n";negative
weak;impossiblity;"noun stemmed1=n";negative
weak;impossibly;"adverb stemmed1=n";negative
strong;impotent;"adj stemmed1=n";negative
strong;impotent;"noun stemmed1=n";negative
weak;impoverish;"verb stemmed1=y";negative
weak;impoverished;"adj stemmed1=n";negative
strong;impractical;"adj stemmed1=n";negative
strong;impractical;"noun stemmed1=n";negative
strong;imprecate;"verb stemmed1=y";negative
weak;imprecise;"adj stemmed1=n";negative
weak;imprecisely;"adverb stemmed1=n";negative
weak;imprecision;"adj stemmed1=n";negative
strong;impregnable;"adj stemmed1=n";positive
weak;impress;"verb stemmed1=y";positive
weak;impression;"adj stemmed1=n";positive
weak;impression;"noun stemmed1=n";positive
weak;impressions;"adj stemmed1=n";positive
weak;impressions;"noun stemmed1=n";positive
strong;impressive;"adj stemmed1=n";positive
strong;impressively;"anypos stemmed1=n";positive
strong;impressiveness;"noun stemmed1=n";positive
weak;imprison;"verb stemmed1=y";negative
weak;imprisonment;"noun stemmed1=n";negative
strong;improbability;"noun stemmed1=n";negative
strong;improbable;"adj stemmed1=n";negative
strong;improbably;"adverb stemmed1=n";negative
strong;improper;"adj stemmed1=n";negative
strong;improperly;"adverb stemmed1=n";negative
strong;impropriety;"noun stemmed1=n";negative
weak;improving;"adj stemmed1=n";positive
weak;improve;"verb stemmed1=y";positive
weak;improved;"adj stemmed1=n";positive
weak;improvement;"noun stemmed1=n";positive
strong;improvise;"verb stemmed1=y";positive
strong;imprudence;"noun stemmed1=n";negative
strong;imprudent;"adj stemmed1=n";negative
strong;impudence;"noun stemmed1=n";negative
strong;impudent;"adj stemmed1=n";negative
strong;impudently;"anypos stemmed1=n";negative
strong;impugn;"verb stemmed1=y";negative
strong;impulsive;"adj stemmed1=n";negative
strong;impulsively;"adverb stemmed1=n";negative
weak;impunity;"adj stemmed1=n";negative
weak;impunity;"noun stemmed1=n";negative
strong;impure;"adj stemmed1=n";negative
strong;impurity;"noun stemmed1=n";negative
weak;inability;"adj stemmed1=n";negative
weak;inability;"noun stemmed1=n";negative
weak;inaccessible;"adj stemmed1=n";negative
weak;inaccuracy;"noun stemmed1=n";negative
weak;inaccuracies;"noun stemmed1=n";negative
strong;inaccurate;"adj stemmed1=n";negative
strong;inaccurately;"adverb stemmed1=n";negative
weak;inaction;"noun stemmed1=n";negative
weak;inactive;"adj stemmed1=n";negative
weak;inadequacy;"noun stemmed1=n";negative
weak;inadequate;"adj stemmed1=n";negative
weak;inadequately;"adverb stemmed1=n";negative
weak;inadverent;"adj stemmed1=n";negative
weak;inadverently;"adverb stemmed1=n";negative
weak;inadvisable;"adj stemmed1=n";negative
weak;inadvisably;"adverb stemmed1=n";negative
weak;inalienable;"adj stemmed1=n";positive
strong;inane;"adj stemmed1=n";negative
strong;inanely;"adverb stemmed1=n";negative
strong;inappropriate;"adj stemmed1=n";negative
strong;inappropriately;"adverb stemmed1=n";negative
strong;inapt;"adj stemmed1=n";negative
strong;inaptitude;"noun stemmed1=n";negative
strong;inarguable;"adj stemmed1=n";neutral
strong;inarguably;"adverb stemmed1=n";neutral
strong;inarticulate;"adj stemmed1=n";negative
strong;inattentive;"adj stemmed1=n";negative
strong;incapable;"adj stemmed1=n";negative
strong;incapably;"adverb stemmed1=n";negative
strong;incautious;"adj stemmed1=n";negative
strong;incendiary;"anypos stemmed1=n";negative
weak;incense;"verb stemmed1=y";negative
strong;incessant;"adj stemmed1=n";negative
strong;incessantly;"adverb stemmed1=n";negative
strong;incisive;"adj stemmed1=n";positive
strong;incisively;"anypos stemmed1=n";positive
strong;incisiveness;"noun stemmed1=n";positive
weak;incite;"verb stemmed1=y";negative
weak;incitement;"adj stemmed1=n";negative
weak;incitement;"noun stemmed1=n";negative
strong;incivility;"noun stemmed1=n";negative
weak;inclement;"adj stemmed1=n";negative
strong;inclination;"adj stemmed1=n";positive
strong;inclination;"noun stemmed1=n";positive
strong;inclinations;"anypos stemmed1=n";positive
strong;inclined;"adj stemmed1=n";positive
weak;inclusive;"adj stemmed1=n";positive
strong;incognizant;"adj stemmed1=n";negative
strong;incoherence;"noun stemmed1=n";negative
strong;incoherent;"adj stemmed1=n";negative
strong;incoherently;"adj stemmed1=n";negative
strong;incommensurate;"adj stemmed1=n";negative
weak;incomparable;"adj stemmed1=n";negative
weak;incomparably;"adverb stemmed1=n";negative
weak;incompatibility;"noun stemmed1=n";negative
weak;incompatible;"adj stemmed1=n";negative
weak;incompatible;"noun stemmed1=n";negative
strong;incompetence;"noun stemmed1=n";negative
strong;incompetent;"adj stemmed1=n";negative
strong;incompetently;"adverb stemmed1=n";negative
weak;incomplete;"adj stemmed1=n";negative
weak;incompliant;"adj stemmed1=n";negative
strong;incomprehensible;"adj stemmed1=n";negative
strong;incomprehension;"noun stemmed1=n";negative
strong;inconceivable;"adj stemmed1=n";negative
strong;inconceivably;"adverb stemmed1=n";negative
weak;inconclusive;"adj stemmed1=n";negative
strong;incongruous;"adj stemmed1=n";negative
strong;incongruously;"adverb stemmed1=n";negative
strong;inconsequent;"adj stemmed1=n";negative
strong;inconsequently;"adverb stemmed1=n";negative
strong;inconsequential;"adj stemmed1=n";negative
strong;inconsequentially;"adverb stemmed1=n";negative
strong;inconsiderate;"adj stemmed1=n";negative
strong;inconsiderately;"adverb stemmed1=n";negative
strong;inconsistence;"noun stemmed1=n";negative
strong;inconsistencies;"adj stemmed1=n";negative
strong;inconsistencies;"noun stemmed1=n";negative
weak;inconsistency;"noun stemmed1=n";negative
weak;inconsistent;"adj stemmed1=n";negative
strong;inconsolable;"adj stemmed1=n";negative
strong;inconsolably;"anypos stemmed1=n";negative
strong;inconstant;"adj stemmed1=n";negative
strong;incontestable;"adj stemmed1=n";positive
strong;incontrovertible;"adj stemmed1=n";positive
strong;inconvenience;"adj stemmed1=n";negative
strong;inconvenience;"noun stemmed1=n";negative
strong;inconvenient;"anypos stemmed1=n";negative
strong;inconveniently;"anypos stemmed1=n";negative
weak;incorrect;"anypos stemmed1=n";negative
strong;incorrectly;"anypos stemmed1=n";negative
strong;incorrigible;"adj stemmed1=n";negative
strong;incorrigibly;"adverb stemmed1=n";negative
strong;incorruptible;"adj stemmed1=n";positive
weak;increasing;"adj stemmed1=n";neutral
weak;increasingly;"adverb stemmed1=n";neutral
strong;incredible;"anypos stemmed1=n";positive
strong;incredibly;"anypos stemmed1=n";positive
strong;incredulous;"adj stemmed1=n";negative
strong;incredulously;"anypos stemmed1=n";negative
strong;inculcate;"verb stemmed1=y";negative
weak;indebted;"adj stemmed1=n";positive
strong;indecency;"noun stemmed1=n";negative
strong;indecent;"adj stemmed1=n";negative
strong;indecently;"anypos stemmed1=n";negative
strong;indecision;"noun stemmed1=n";negative
strong;indecisive;"adj stemmed1=n";negative
strong;indecisively;"adverb stemmed1=n";negative
strong;indecorum;"noun stemmed1=n";negative
strong;indeed;"anypos stemmed1=y";neutral
strong;indefatigable;"adj stemmed1=n";positive
strong;indefensible;"adj stemmed1=n";negative
strong;indefensible;"noun stemmed1=n";negative
weak;indefinite;"adj stemmed1=n";negative
weak;indefinitely;"adverb stemmed1=n";negative
strong;indelible;"adj stemmed1=n";positive
strong;indelibly;"adj stemmed1=n";positive
strong;indelicate;"adj stemmed1=n";negative
weak;independence;"adj stemmed1=n";positive
weak;independence;"noun stemmed1=n";positive
weak;independent;"adj stemmed1=n";positive
strong;indescribable;"adj stemmed1=n";positive
strong;indescribably;"adverb stemmed1=n";positive
strong;indestructible;"adj stemmed1=n";positive
weak;indeterminable;"adj stemmed1=n";negative
weak;indeterminably;"adverb stemmed1=n";negative
weak;indeterminate;"adj stemmed1=n";negative
weak;indication;"adj stemmed1=n";neutral
weak;indication;"noun stemmed1=n";neutral
strong;indicative;"adj stemmed1=n";neutral
strong;indicative;"noun stemmed1=n";neutral
strong;indifference;"noun stemmed1=n";negative
strong;indifferent;"adj stemmed1=n";negative
weak;indigent;"adj stemmed1=n";negative
strong;indignant;"adj stemmed1=n";negative
strong;indignantly;"anypos stemmed1=n";negative
strong;indignation;"noun stemmed1=n";negative
strong;indignity;"adj stemmed1=n";negative
strong;indignity;"noun stemmed1=n";negative
weak;indirect;"adj stemmed1=n";neutral
weak;indiscernible;"adj stemmed1=n";negative
strong;indiscreet;"adj stemmed1=n";negative
strong;indiscreet;"noun stemmed1=n";negative
strong;indiscreetly;"adverb stemmed1=n";negative
strong;indiscretion;"anypos stemmed1=y";negative
strong;indiscriminate;"adj stemmed1=n";negative
strong;indiscriminating;"adj stemmed1=n";negative
strong;indiscriminately;"adverb stemmed1=n";negative
strong;indispensable;"adj stemmed1=n";positive
strong;indispensability;"noun stemmed1=n";positive
strong;indisposed;"adj stemmed1=n";negative
strong;indisputable;"adj stemmed1=n";positive
weak;indistinct;"adj stemmed1=n";negative
weak;indistinctive;"adj stemmed1=n";negative
weak;individuality;"noun stemmed1=n";positive
strong;indoctrinate;"anypos stemmed1=y";negative
strong;indoctrination;"adj stemmed1=n";negative
strong;indoctrination;"noun stemmed1=n";negative
strong;indolent;"adj stemmed1=n";negative
strong;indomitable;"adj stemmed1=n";positive
strong;indomitably;"adj stemmed1=n";positive
strong;indubitable;"anypos stemmed1=n";positive
strong;indubitably;"anypos stemmed1=n";positive
strong;indulge;"verb stemmed1=y";negative
strong;indulgence;"noun stemmed1=n";positive
strong;indulgent;"adj stemmed1=n";positive
weak;industrious;"adj stemmed1=n";positive
weak;ineffective;"adj stemmed1=n";negative
weak;ineffectively;"adverb stemmed1=n";negative
weak;ineffectiveness;"noun stemmed1=n";negative
weak;ineffectual;"adj stemmed1=n";negative
weak;ineffectually;"adverb stemmed1=n";negative
weak;ineffectualness;"noun stemmed1=n";negative
strong;inefficacious;"adj stemmed1=n";negative
strong;inefficacious;"noun stemmed1=n";negative
strong;inefficacy;"noun stemmed1=n";negative
weak;inefficiency;"noun stemmed1=n";negative
weak;inefficient;"adj stemmed1=n";negative
weak;inefficiently;"adverb stemmed1=n";negative
weak;ineligible;"adj stemmed1=n";negative
strong;inelegance;"noun stemmed1=n";negative
strong;inelegant;"adj stemmed1=n";negative
strong;ineloquent;"adj stemmed1=n";negative
strong;ineloquently;"adverb stemmed1=n";negative
strong;inept;"adj stemmed1=n";negative
strong;ineptitude;"anypos stemmed1=y";negative
strong;ineptitude;"noun stemmed1=n";negative
strong;ineptly;"anypos stemmed1=n";negative
weak;inequalities;"adj stemmed1=n";negative
weak;inequalities;"noun stemmed1=n";negative
strong;inequality;"adj stemmed1=n";negative
strong;inequality;"noun stemmed1=n";negative
strong;inequitable;"adj stemmed1=n";negative
strong;inequitably;"adverb stemmed1=n";negative
strong;inequities;"adj stemmed1=n";negative
strong;inequities;"noun stemmed1=n";negative
weak;inertia;"adj stemmed1=n";negative
weak;inertia;"noun stemmed1=n";negative
strong;inescapable;"adj stemmed1=n";negative
strong;inescapably;"adj stemmed1=n";negative
strong;inessential;"adj stemmed1=n";negative
strong;inestimable;"adj stemmed1=n";positive
strong;inestimably;"adverb stemmed1=n";positive
strong;inevitable;"adj stemmed1=n";negative
strong;inevitable;"noun stemmed1=n";negative
strong;inevitably;"adverb stemmed1=n";negative
weak;inexact;"adj stemmed1=n";negative
strong;inexcusable;"adj stemmed1=n";negative
strong;inexcusably;"adverb stemmed1=n";negative
strong;inexorable;"adj stemmed1=n";negative
strong;inexorably;"adverb stemmed1=n";negative
weak;inexpensive;"adj stemmed1=n";positive
weak;inexperience;"noun stemmed1=n";negative
weak;inexperienced;"adj stemmed1=n";negative
weak;inexpert;"adj stemmed1=n";negative
weak;inexpertly;"adverb stemmed1=n";negative
strong;inexpiable;"adj stemmed1=n";negative
strong;inexplainable;"adj stemmed1=n";negative
strong;inexplicable;"adj stemmed1=n";negative
strong;inextricable;"adj stemmed1=n";negative
strong;inextricably;"adverb stemmed1=n";negative
strong;infallible;"adj stemmed1=n";positive
strong;infallibly;"adverb stemmed1=n";positive
strong;infallibility;"noun stemmed1=n";positive
strong;infamous;"adj stemmed1=n";negative
strong;infamously;"adverb stemmed1=n";negative
strong;infamy;"noun stemmed1=n";negative
strong;infatuated;"anypos stemmed1=n";both
weak;infected;"anypos stemmed1=n";negative
weak;infectious;"adj stemmed1=n";neutral
strong;infer;"verb stemmed1=y";neutral
weak;inference;"adj stemmed1=n";neutral
weak;inference;"noun stemmed1=n";neutral
strong;inferior;"adj stemmed1=n";negative
strong;inferiority;"noun stemmed1=n";negative
strong;infernal;"adj stemmed1=n";negative
weak;infest;"verb stemmed1=y";negative
weak;infested;"adj stemmed1=n";negative
strong;infidel;"noun stemmed1=n";negative
strong;infidels;"noun stemmed1=n";negative
weak;infiltrator;"noun stemmed1=n";negative
